geoid,name,variable,estimate,moe,year
10001,ZCTA5 10001,male,12116,986,2016
10001,ZCTA5 10001,female,11216,1129,2016
10001,ZCTA5 10001,total_pop,23332,1740,2016
10001,ZCTA5 10001,race_total,23332,1740,2016
10001,ZCTA5 10001,white,14814,1045,2016
10001,ZCTA5 10001,black_aa,2235,1417,2016
10001,ZCTA5 10001,ai_an,32,34,2016
10001,ZCTA5 10001,asian,5000,714,2016
10001,ZCTA5 10001,hawaiian_pi,0,21,2016
10001,ZCTA5 10001,other,640,541,2016
10001,ZCTA5 10001,med_income,85168,11872,2016
10002,ZCTA5 10002,male,37634,1566,2016
10002,ZCTA5 10002,female,40462,1444,2016
10002,ZCTA5 10002,total_pop,78096,2456,2016
10002,ZCTA5 10002,race_total,78096,2456,2016
10002,ZCTA5 10002,white,24591,1682,2016
10002,ZCTA5 10002,black_aa,6638,922,2016
10002,ZCTA5 10002,ai_an,196,138,2016
10002,ZCTA5 10002,asian,33352,1726,2016
10002,ZCTA5 10002,hawaiian_pi,8,12,2016
10002,ZCTA5 10002,other,10432,1623,2016
10002,ZCTA5 10002,med_income,35594,2970,2016
10003,ZCTA5 10003,male,27425,1269,2016
10003,ZCTA5 10003,female,29342,1262,2016
10003,ZCTA5 10003,total_pop,56767,1934,2016
10003,ZCTA5 10003,race_total,56767,1934,2016
10003,ZCTA5 10003,white,44001,1620,2016
10003,ZCTA5 10003,black_aa,2493,534,2016
10003,ZCTA5 10003,ai_an,105,71,2016
10003,ZCTA5 10003,asian,7348,831,2016
10003,ZCTA5 10003,hawaiian_pi,8,16,2016
10003,ZCTA5 10003,other,1198,554,2016
10003,ZCTA5 10003,med_income,100791,4905,2016
10004,ZCTA5 10004,male,1400,299,2016
10004,ZCTA5 10004,female,1644,331,2016
10004,ZCTA5 10004,total_pop,3044,509,2016
10004,ZCTA5 10004,race_total,3044,509,2016
10004,ZCTA5 10004,white,2201,438,2016
10004,ZCTA5 10004,black_aa,31,37,2016
10004,ZCTA5 10004,ai_an,0,11,2016
10004,ZCTA5 10004,asian,744,296,2016
10004,ZCTA5 10004,hawaiian_pi,6,9,2016
10004,ZCTA5 10004,other,12,18,2016
10004,ZCTA5 10004,med_income,123056,13409,2016
10005,ZCTA5 10005,male,4201,584,2016
10005,ZCTA5 10005,female,4509,638,2016
10005,ZCTA5 10005,total_pop,8710,840,2016
10005,ZCTA5 10005,race_total,8710,840,2016
10005,ZCTA5 10005,white,6425,785,2016
10005,ZCTA5 10005,black_aa,245,158,2016
10005,ZCTA5 10005,ai_an,0,16,2016
10005,ZCTA5 10005,asian,1625,444,2016
10005,ZCTA5 10005,hawaiian_pi,0,16,2016
10005,ZCTA5 10005,other,211,156,2016
10005,ZCTA5 10005,med_income,130116,11890,2016
10006,ZCTA5 10006,male,1382,275,2016
10006,ZCTA5 10006,female,1895,305,2016
10006,ZCTA5 10006,total_pop,3277,438,2016
10006,ZCTA5 10006,race_total,3277,438,2016
10006,ZCTA5 10006,white,2162,353,2016
10006,ZCTA5 10006,black_aa,99,103,2016
10006,ZCTA5 10006,ai_an,0,11,2016
10006,ZCTA5 10006,asian,686,268,2016
10006,ZCTA5 10006,hawaiian_pi,0,11,2016
10006,ZCTA5 10006,other,111,131,2016
10006,ZCTA5 10006,med_income,125364,13544,2016
10007,ZCTA5 10007,male,3976,432,2016
10007,ZCTA5 10007,female,2764,346,2016
10007,ZCTA5 10007,total_pop,6740,665,2016
10007,ZCTA5 10007,race_total,6740,665,2016
10007,ZCTA5 10007,white,4790,667,2016
10007,ZCTA5 10007,black_aa,390,111,2016
10007,ZCTA5 10007,ai_an,0,16,2016
10007,ZCTA5 10007,asian,1062,208,2016
10007,ZCTA5 10007,hawaiian_pi,0,16,2016
10007,ZCTA5 10007,other,107,74,2016
10007,ZCTA5 10007,med_income,234958,45462,2016
10009,ZCTA5 10009,male,26654,1443,2016
10009,ZCTA5 10009,female,33145,1468,2016
10009,ZCTA5 10009,total_pop,59799,1682,2016
10009,ZCTA5 10009,race_total,59799,1682,2016
10009,ZCTA5 10009,white,36219,1673,2016
10009,ZCTA5 10009,black_aa,4898,669,2016
10009,ZCTA5 10009,ai_an,89,82,2016
10009,ZCTA5 10009,asian,8096,1078,2016
10009,ZCTA5 10009,hawaiian_pi,70,73,2016
10009,ZCTA5 10009,other,8463,1235,2016
10009,ZCTA5 10009,med_income,60788,3699,2016
10010,ZCTA5 10010,male,16606,1496,2016
10010,ZCTA5 10010,female,16248,1264,2016
10010,ZCTA5 10010,total_pop,32854,2303,2016
10010,ZCTA5 10010,race_total,32854,2303,2016
10010,ZCTA5 10010,white,24356,2313,2016
10010,ZCTA5 10010,black_aa,1867,357,2016
10010,ZCTA5 10010,ai_an,214,243,2016
10010,ZCTA5 10010,asian,4963,749,2016
10010,ZCTA5 10010,hawaiian_pi,0,24,2016
10010,ZCTA5 10010,other,511,248,2016
10010,ZCTA5 10010,med_income,110142,9266,2016
10011,ZCTA5 10011,male,25453,1707,2016
10011,ZCTA5 10011,female,24951,1107,2016
10011,ZCTA5 10011,total_pop,50404,2300,2016
10011,ZCTA5 10011,race_total,50404,2300,2016
10011,ZCTA5 10011,white,40021,2033,2016
10011,ZCTA5 10011,black_aa,2313,460,2016
10011,ZCTA5 10011,ai_an,64,69,2016
10011,ZCTA5 10011,asian,5091,988,2016
10011,ZCTA5 10011,hawaiian_pi,4,8,2016
10011,ZCTA5 10011,other,1415,519,2016
10011,ZCTA5 10011,med_income,114134,6726,2016
10012,ZCTA5 10012,male,12606,966,2016
10012,ZCTA5 10012,female,11930,857,2016
10012,ZCTA5 10012,total_pop,24536,1279,2016
10012,ZCTA5 10012,race_total,24536,1279,2016
10012,ZCTA5 10012,white,18565,1057,2016
10012,ZCTA5 10012,black_aa,641,237,2016
10012,ZCTA5 10012,ai_an,38,40,2016
10012,ZCTA5 10012,asian,3959,738,2016
10012,ZCTA5 10012,hawaiian_pi,12,20,2016
10012,ZCTA5 10012,other,367,174,2016
10012,ZCTA5 10012,med_income,101815,3308,2016
10013,ZCTA5 10013,male,13988,830,2016
10013,ZCTA5 10013,female,14223,863,2016
10013,ZCTA5 10013,total_pop,28211,1443,2016
10013,ZCTA5 10013,race_total,28211,1443,2016
10013,ZCTA5 10013,white,15813,1015,2016
10013,ZCTA5 10013,black_aa,1371,331,2016
10013,ZCTA5 10013,ai_an,36,37,2016
10013,ZCTA5 10013,asian,9039,1083,2016
10013,ZCTA5 10013,hawaiian_pi,0,21,2016
10013,ZCTA5 10013,other,491,251,2016
10013,ZCTA5 10013,med_income,104167,10841,2016
10014,ZCTA5 10014,male,16101,942,2016
10014,ZCTA5 10014,female,15363,914,2016
10014,ZCTA5 10014,total_pop,31464,1227,2016
10014,ZCTA5 10014,race_total,31464,1227,2016
10014,ZCTA5 10014,white,27978,1257,2016
10014,ZCTA5 10014,black_aa,417,145,2016
10014,ZCTA5 10014,ai_an,126,168,2016
10014,ZCTA5 10014,asian,1770,355,2016
10014,ZCTA5 10014,hawaiian_pi,0,24,2016
10014,ZCTA5 10014,other,580,273,2016
10014,ZCTA5 10014,med_income,119026,12563,2016
10016,ZCTA5 10016,male,22875,1292,2016
10016,ZCTA5 10016,female,27569,1773,2016
10016,ZCTA5 10016,total_pop,50444,2138,2016
10016,ZCTA5 10016,race_total,50444,2138,2016
10016,ZCTA5 10016,white,36626,2480,2016
10016,ZCTA5 10016,black_aa,1537,514,2016
10016,ZCTA5 10016,ai_an,68,65,2016
10016,ZCTA5 10016,asian,9872,1076,2016
10016,ZCTA5 10016,hawaiian_pi,0,27,2016
10016,ZCTA5 10016,other,411,256,2016
10016,ZCTA5 10016,med_income,102703,6117,2016
10017,ZCTA5 10017,male,7906,1043,2016
10017,ZCTA5 10017,female,8627,733,2016
10017,ZCTA5 10017,total_pop,16533,1281,2016
10017,ZCTA5 10017,race_total,16533,1281,2016
10017,ZCTA5 10017,white,11965,1155,2016
10017,ZCTA5 10017,black_aa,503,193,2016
10017,ZCTA5 10017,ai_an,0,18,2016
10017,ZCTA5 10017,asian,3732,779,2016
10017,ZCTA5 10017,hawaiian_pi,6,13,2016
10017,ZCTA5 10017,other,61,63,2016
10017,ZCTA5 10017,med_income,106795,16080,2016
10018,ZCTA5 10018,male,4818,541,2016
10018,ZCTA5 10018,female,4866,432,2016
10018,ZCTA5 10018,total_pop,9684,664,2016
10018,ZCTA5 10018,race_total,9684,664,2016
10018,ZCTA5 10018,white,5724,591,2016
10018,ZCTA5 10018,black_aa,532,206,2016
10018,ZCTA5 10018,ai_an,0,16,2016
10018,ZCTA5 10018,asian,2842,423,2016
10018,ZCTA5 10018,hawaiian_pi,0,16,2016
10018,ZCTA5 10018,other,203,123,2016
10018,ZCTA5 10018,med_income,105479,12702,2016
10019,ZCTA5 10019,male,20169,1333,2016
10019,ZCTA5 10019,female,19336,1155,2016
10019,ZCTA5 10019,total_pop,39505,1902,2016
10019,ZCTA5 10019,race_total,39505,1902,2016
10019,ZCTA5 10019,white,27568,1569,2016
10019,ZCTA5 10019,black_aa,2551,641,2016
10019,ZCTA5 10019,ai_an,196,152,2016
10019,ZCTA5 10019,asian,6356,945,2016
10019,ZCTA5 10019,hawaiian_pi,53,56,2016
10019,ZCTA5 10019,other,1481,561,2016
10019,ZCTA5 10019,med_income,94477,5898,2016
10020,ZCTA5 10020,male,0,11,2016
10020,ZCTA5 10020,female,0,11,2016
10020,ZCTA5 10020,total_pop,0,11,2016
10020,ZCTA5 10020,race_total,0,11,2016
10020,ZCTA5 10020,white,0,11,2016
10020,ZCTA5 10020,black_aa,0,11,2016
10020,ZCTA5 10020,ai_an,0,11,2016
10020,ZCTA5 10020,asian,0,11,2016
10020,ZCTA5 10020,hawaiian_pi,0,11,2016
10020,ZCTA5 10020,other,0,11,2016
10020,ZCTA5 10020,med_income,NA,NA,2016
10021,ZCTA5 10021,male,20172,1500,2016
10021,ZCTA5 10021,female,25089,1473,2016
10021,ZCTA5 10021,total_pop,45261,2254,2016
10021,ZCTA5 10021,race_total,45261,2254,2016
10021,ZCTA5 10021,white,37409,2000,2016
10021,ZCTA5 10021,black_aa,576,279,2016
10021,ZCTA5 10021,ai_an,316,374,2016
10021,ZCTA5 10021,asian,4280,1197,2016
10021,ZCTA5 10021,hawaiian_pi,59,77,2016
10021,ZCTA5 10021,other,1040,901,2016
10021,ZCTA5 10021,med_income,115681,14417,2016
10022,ZCTA5 10022,male,13512,1005,2016
10022,ZCTA5 10022,female,16750,985,2016
10022,ZCTA5 10022,total_pop,30262,1518,2016
10022,ZCTA5 10022,race_total,30262,1518,2016
10022,ZCTA5 10022,white,25795,1427,2016
10022,ZCTA5 10022,black_aa,605,269,2016
10022,ZCTA5 10022,ai_an,50,56,2016
10022,ZCTA5 10022,asian,3170,627,2016
10022,ZCTA5 10022,hawaiian_pi,0,24,2016
10022,ZCTA5 10022,other,236,161,2016
10022,ZCTA5 10022,med_income,123693,9078,2016
10023,ZCTA5 10023,male,27235,1289,2016
10023,ZCTA5 10023,female,33072,1480,2016
10023,ZCTA5 10023,total_pop,60307,2076,2016
10023,ZCTA5 10023,race_total,60307,2076,2016
10023,ZCTA5 10023,white,49506,1853,2016
10023,ZCTA5 10023,black_aa,2060,520,2016
10023,ZCTA5 10023,ai_an,111,90,2016
10023,ZCTA5 10023,asian,6270,907,2016
10023,ZCTA5 10023,hawaiian_pi,21,27,2016
10023,ZCTA5 10023,other,1073,752,2016
10023,ZCTA5 10023,med_income,115080,9139,2016
10024,ZCTA5 10024,male,26910,1522,2016
10024,ZCTA5 10024,female,31606,1447,2016
10024,ZCTA5 10024,total_pop,58516,2518,2016
10024,ZCTA5 10024,race_total,58516,2518,2016
10024,ZCTA5 10024,white,47632,2331,2016
10024,ZCTA5 10024,black_aa,3146,747,2016
10024,ZCTA5 10024,ai_an,41,67,2016
10024,ZCTA5 10024,asian,4282,786,2016
10024,ZCTA5 10024,hawaiian_pi,0,27,2016
10024,ZCTA5 10024,other,1741,705,2016
10024,ZCTA5 10024,med_income,118594,7175,2016
10025,ZCTA5 10025,male,41847,1688,2016
10025,ZCTA5 10025,female,52870,2156,2016
10025,ZCTA5 10025,total_pop,94717,3033,2016
10025,ZCTA5 10025,race_total,94717,3033,2016
10025,ZCTA5 10025,white,62509,2717,2016
10025,ZCTA5 10025,black_aa,11505,1448,2016
10025,ZCTA5 10025,ai_an,790,902,2016
10025,ZCTA5 10025,asian,8697,1051,2016
10025,ZCTA5 10025,hawaiian_pi,22,25,2016
10025,ZCTA5 10025,other,7221,1640,2016
10025,ZCTA5 10025,med_income,80025,3814,2016
10026,ZCTA5 10026,male,18170,936,2016
10026,ZCTA5 10026,female,20370,1193,2016
10026,ZCTA5 10026,total_pop,38540,1563,2016
10026,ZCTA5 10026,race_total,38540,1563,2016
10026,ZCTA5 10026,white,10025,1023,2016
10026,ZCTA5 10026,black_aa,21314,1443,2016
10026,ZCTA5 10026,ai_an,58,58,2016
10026,ZCTA5 10026,asian,2076,516,2016
10026,ZCTA5 10026,hawaiian_pi,31,49,2016
10026,ZCTA5 10026,other,3714,858,2016
10026,ZCTA5 10026,med_income,52082,3161,2016
10027,ZCTA5 10027,male,29881,1456,2016
10027,ZCTA5 10027,female,34239,1340,2016
10027,ZCTA5 10027,total_pop,64120,2111,2016
10027,ZCTA5 10027,race_total,64120,2111,2016
10027,ZCTA5 10027,white,19234,1215,2016
10027,ZCTA5 10027,black_aa,26546,1666,2016
10027,ZCTA5 10027,ai_an,305,208,2016
10027,ZCTA5 10027,asian,6201,914,2016
10027,ZCTA5 10027,hawaiian_pi,5,11,2016
10027,ZCTA5 10027,other,9496,986,2016
10027,ZCTA5 10027,med_income,42754,4154,2016
10028,ZCTA5 10028,male,21243,1466,2016
10028,ZCTA5 10028,female,26962,1728,2016
10028,ZCTA5 10028,total_pop,48205,2498,2016
10028,ZCTA5 10028,race_total,48205,2498,2016
10028,ZCTA5 10028,white,41499,2397,2016
10028,ZCTA5 10028,black_aa,659,379,2016
10028,ZCTA5 10028,ai_an,48,58,2016
10028,ZCTA5 10028,asian,4436,847,2016
10028,ZCTA5 10028,hawaiian_pi,134,182,2016
10028,ZCTA5 10028,other,371,244,2016
10028,ZCTA5 10028,med_income,111302,9323,2016
10029,ZCTA5 10029,male,36291,1548,2016
10029,ZCTA5 10029,female,43120,1445,2016
10029,ZCTA5 10029,total_pop,79411,2268,2016
10029,ZCTA5 10029,race_total,79411,2268,2016
10029,ZCTA5 10029,white,27547,1586,2016
10029,ZCTA5 10029,black_aa,22983,1819,2016
10029,ZCTA5 10029,ai_an,185,115,2016
10029,ZCTA5 10029,asian,6912,811,2016
10029,ZCTA5 10029,hawaiian_pi,125,137,2016
10029,ZCTA5 10029,other,19577,2061,2016
10029,ZCTA5 10029,med_income,32500,1882,2016
10030,ZCTA5 10030,male,14530,1079,2016
10030,ZCTA5 10030,female,15828,1077,2016
10030,ZCTA5 10030,total_pop,30358,1743,2016
10030,ZCTA5 10030,race_total,30358,1743,2016
10030,ZCTA5 10030,white,4829,865,2016
10030,ZCTA5 10030,black_aa,19828,1735,2016
10030,ZCTA5 10030,ai_an,133,116,2016
10030,ZCTA5 10030,asian,704,295,2016
10030,ZCTA5 10030,hawaiian_pi,69,101,2016
10030,ZCTA5 10030,other,3001,946,2016
10030,ZCTA5 10030,med_income,33720,2653,2016
10031,ZCTA5 10031,male,30159,1471,2016
10031,ZCTA5 10031,female,30619,1469,2016
10031,ZCTA5 10031,total_pop,60778,2207,2016
10031,ZCTA5 10031,race_total,60778,2207,2016
10031,ZCTA5 10031,white,17689,1519,2016
10031,ZCTA5 10031,black_aa,19916,1730,2016
10031,ZCTA5 10031,ai_an,246,166,2016
10031,ZCTA5 10031,asian,2091,593,2016
10031,ZCTA5 10031,hawaiian_pi,14,27,2016
10031,ZCTA5 10031,other,10619,1715,2016
10031,ZCTA5 10031,med_income,41848,2855,2016
10032,ZCTA5 10032,male,31865,1608,2016
10032,ZCTA5 10032,female,31324,1538,2016
10032,ZCTA5 10032,total_pop,63189,2242,2016
10032,ZCTA5 10032,race_total,63189,2242,2016
10032,ZCTA5 10032,white,19928,2210,2016
10032,ZCTA5 10032,black_aa,12119,1219,2016
10032,ZCTA5 10032,ai_an,752,579,2016
10032,ZCTA5 10032,asian,2597,574,2016
10032,ZCTA5 10032,hawaiian_pi,66,84,2016
10032,ZCTA5 10032,other,22137,2002,2016
10032,ZCTA5 10032,med_income,40054,3065,2016
10033,ZCTA5 10033,male,30037,1601,2016
10033,ZCTA5 10033,female,29316,1339,2016
10033,ZCTA5 10033,total_pop,59353,2098,2016
10033,ZCTA5 10033,race_total,59353,2098,2016
10033,ZCTA5 10033,white,24531,1573,2016
10033,ZCTA5 10033,black_aa,6097,1063,2016
10033,ZCTA5 10033,ai_an,636,368,2016
10033,ZCTA5 10033,asian,1389,382,2016
10033,ZCTA5 10033,hawaiian_pi,65,101,2016
10033,ZCTA5 10033,other,22345,2042,2016
10033,ZCTA5 10033,med_income,46349,3046,2016
10034,ZCTA5 10034,male,21183,1196,2016
10034,ZCTA5 10034,female,22768,1039,2016
10034,ZCTA5 10034,total_pop,43951,1444,2016
10034,ZCTA5 10034,race_total,43951,1444,2016
10034,ZCTA5 10034,white,17431,1450,2016
10034,ZCTA5 10034,black_aa,4109,762,2016
10034,ZCTA5 10034,ai_an,207,180,2016
10034,ZCTA5 10034,asian,873,290,2016
10034,ZCTA5 10034,hawaiian_pi,61,57,2016
10034,ZCTA5 10034,other,18876,1675,2016
10034,ZCTA5 10034,med_income,45643,4511,2016
10035,ZCTA5 10035,male,16948,1105,2016
10035,ZCTA5 10035,female,17239,941,2016
10035,ZCTA5 10035,total_pop,34187,1557,2016
10035,ZCTA5 10035,race_total,34187,1557,2016
10035,ZCTA5 10035,white,7486,820,2016
10035,ZCTA5 10035,black_aa,14313,1429,2016
10035,ZCTA5 10035,ai_an,279,214,2016
10035,ZCTA5 10035,asian,1879,429,2016
10035,ZCTA5 10035,hawaiian_pi,35,54,2016
10035,ZCTA5 10035,other,8796,1461,2016
10035,ZCTA5 10035,med_income,26893,2589,2016
10036,ZCTA5 10036,male,14628,1110,2016
10036,ZCTA5 10036,female,11359,721,2016
10036,ZCTA5 10036,total_pop,25987,1305,2016
10036,ZCTA5 10036,race_total,25987,1305,2016
10036,ZCTA5 10036,white,16688,1130,2016
10036,ZCTA5 10036,black_aa,1945,415,2016
10036,ZCTA5 10036,ai_an,119,137,2016
10036,ZCTA5 10036,asian,5008,886,2016
10036,ZCTA5 10036,hawaiian_pi,0,21,2016
10036,ZCTA5 10036,other,1704,611,2016
10036,ZCTA5 10036,med_income,83812,9440,2016
10037,ZCTA5 10037,male,8762,697,2016
10037,ZCTA5 10037,female,11350,768,2016
10037,ZCTA5 10037,total_pop,20112,1117,2016
10037,ZCTA5 10037,race_total,20112,1117,2016
10037,ZCTA5 10037,white,2161,463,2016
10037,ZCTA5 10037,black_aa,14880,1222,2016
10037,ZCTA5 10037,ai_an,6,10,2016
10037,ZCTA5 10037,asian,503,220,2016
10037,ZCTA5 10037,hawaiian_pi,19,22,2016
10037,ZCTA5 10037,other,1392,518,2016
10037,ZCTA5 10037,med_income,39463,3788,2016
10038,ZCTA5 10038,male,10409,834,2016
10038,ZCTA5 10038,female,11891,932,2016
10038,ZCTA5 10038,total_pop,22300,1299,2016
10038,ZCTA5 10038,race_total,22300,1299,2016
10038,ZCTA5 10038,white,11212,993,2016
10038,ZCTA5 10038,black_aa,1940,550,2016
10038,ZCTA5 10038,ai_an,66,42,2016
10038,ZCTA5 10038,asian,7460,637,2016
10038,ZCTA5 10038,hawaiian_pi,0,21,2016
10038,ZCTA5 10038,other,1041,399,2016
10038,ZCTA5 10038,med_income,82910,7380,2016
10039,ZCTA5 10039,male,12245,952,2016
10039,ZCTA5 10039,female,15226,972,2016
10039,ZCTA5 10039,total_pop,27471,1471,2016
10039,ZCTA5 10039,race_total,27471,1471,2016
10039,ZCTA5 10039,white,3260,710,2016
10039,ZCTA5 10039,black_aa,17984,1492,2016
10039,ZCTA5 10039,ai_an,277,179,2016
10039,ZCTA5 10039,asian,388,204,2016
10039,ZCTA5 10039,hawaiian_pi,12,26,2016
10039,ZCTA5 10039,other,4473,1005,2016
10039,ZCTA5 10039,med_income,32257,2572,2016
10040,ZCTA5 10040,male,21010,1189,2016
10040,ZCTA5 10040,female,24023,1135,2016
10040,ZCTA5 10040,total_pop,45033,1900,2016
10040,ZCTA5 10040,race_total,45033,1900,2016
10040,ZCTA5 10040,white,16353,1437,2016
10040,ZCTA5 10040,black_aa,4635,721,2016
10040,ZCTA5 10040,ai_an,361,340,2016
10040,ZCTA5 10040,asian,1320,407,2016
10040,ZCTA5 10040,hawaiian_pi,0,24,2016
10040,ZCTA5 10040,other,19906,2334,2016
10040,ZCTA5 10040,med_income,45811,2212,2016
10044,ZCTA5 10044,male,5408,576,2016
10044,ZCTA5 10044,female,6323,537,2016
10044,ZCTA5 10044,total_pop,11731,784,2016
10044,ZCTA5 10044,race_total,11731,784,2016
10044,ZCTA5 10044,white,6234,682,2016
10044,ZCTA5 10044,black_aa,1710,440,2016
10044,ZCTA5 10044,ai_an,0,18,2016
10044,ZCTA5 10044,asian,3034,599,2016
10044,ZCTA5 10044,hawaiian_pi,0,18,2016
10044,ZCTA5 10044,other,255,218,2016
10044,ZCTA5 10044,med_income,86483,11844,2016
10065,ZCTA5 10065,male,13134,898,2016
10065,ZCTA5 10065,female,16867,1132,2016
10065,ZCTA5 10065,total_pop,30001,1675,2016
10065,ZCTA5 10065,race_total,30001,1675,2016
10065,ZCTA5 10065,white,26148,1590,2016
10065,ZCTA5 10065,black_aa,1010,491,2016
10065,ZCTA5 10065,ai_an,14,24,2016
10065,ZCTA5 10065,asian,2329,550,2016
10065,ZCTA5 10065,hawaiian_pi,18,31,2016
10065,ZCTA5 10065,other,130,108,2016
10065,ZCTA5 10065,med_income,118310,11471,2016
10069,ZCTA5 10069,male,2573,538,2016
10069,ZCTA5 10069,female,2658,502,2016
10069,ZCTA5 10069,total_pop,5231,923,2016
10069,ZCTA5 10069,race_total,5231,923,2016
10069,ZCTA5 10069,white,3764,813,2016
10069,ZCTA5 10069,black_aa,158,121,2016
10069,ZCTA5 10069,ai_an,0,16,2016
10069,ZCTA5 10069,asian,1161,501,2016
10069,ZCTA5 10069,hawaiian_pi,0,16,2016
10069,ZCTA5 10069,other,0,16,2016
10069,ZCTA5 10069,med_income,155702,28108,2016
10075,ZCTA5 10075,male,10155,1148,2016
10075,ZCTA5 10075,female,13198,1279,2016
10075,ZCTA5 10075,total_pop,23353,1929,2016
10075,ZCTA5 10075,race_total,23353,1929,2016
10075,ZCTA5 10075,white,20558,1827,2016
10075,ZCTA5 10075,black_aa,341,276,2016
10075,ZCTA5 10075,ai_an,0,21,2016
10075,ZCTA5 10075,asian,1152,468,2016
10075,ZCTA5 10075,hawaiian_pi,0,21,2016
10075,ZCTA5 10075,other,699,600,2016
10075,ZCTA5 10075,med_income,114481,20162,2016
10103,ZCTA5 10103,male,0,11,2016
10103,ZCTA5 10103,female,0,11,2016
10103,ZCTA5 10103,total_pop,0,11,2016
10103,ZCTA5 10103,race_total,0,11,2016
10103,ZCTA5 10103,white,0,11,2016
10103,ZCTA5 10103,black_aa,0,11,2016
10103,ZCTA5 10103,ai_an,0,11,2016
10103,ZCTA5 10103,asian,0,11,2016
10103,ZCTA5 10103,hawaiian_pi,0,11,2016
10103,ZCTA5 10103,other,0,11,2016
10103,ZCTA5 10103,med_income,NA,NA,2016
10110,ZCTA5 10110,male,0,11,2016
10110,ZCTA5 10110,female,0,11,2016
10110,ZCTA5 10110,total_pop,0,11,2016
10110,ZCTA5 10110,race_total,0,11,2016
10110,ZCTA5 10110,white,0,11,2016
10110,ZCTA5 10110,black_aa,0,11,2016
10110,ZCTA5 10110,ai_an,0,11,2016
10110,ZCTA5 10110,asian,0,11,2016
10110,ZCTA5 10110,hawaiian_pi,0,11,2016
10110,ZCTA5 10110,other,0,11,2016
10110,ZCTA5 10110,med_income,NA,NA,2016
10111,ZCTA5 10111,male,0,11,2016
10111,ZCTA5 10111,female,0,11,2016
10111,ZCTA5 10111,total_pop,0,11,2016
10111,ZCTA5 10111,race_total,0,11,2016
10111,ZCTA5 10111,white,0,11,2016
10111,ZCTA5 10111,black_aa,0,11,2016
10111,ZCTA5 10111,ai_an,0,11,2016
10111,ZCTA5 10111,asian,0,11,2016
10111,ZCTA5 10111,hawaiian_pi,0,11,2016
10111,ZCTA5 10111,other,0,11,2016
10111,ZCTA5 10111,med_income,NA,NA,2016
10112,ZCTA5 10112,male,0,11,2016
10112,ZCTA5 10112,female,0,11,2016
10112,ZCTA5 10112,total_pop,0,11,2016
10112,ZCTA5 10112,race_total,0,11,2016
10112,ZCTA5 10112,white,0,11,2016
10112,ZCTA5 10112,black_aa,0,11,2016
10112,ZCTA5 10112,ai_an,0,11,2016
10112,ZCTA5 10112,asian,0,11,2016
10112,ZCTA5 10112,hawaiian_pi,0,11,2016
10112,ZCTA5 10112,other,0,11,2016
10112,ZCTA5 10112,med_income,NA,NA,2016
10115,ZCTA5 10115,male,0,11,2016
10115,ZCTA5 10115,female,0,11,2016
10115,ZCTA5 10115,total_pop,0,11,2016
10115,ZCTA5 10115,race_total,0,11,2016
10115,ZCTA5 10115,white,0,11,2016
10115,ZCTA5 10115,black_aa,0,11,2016
10115,ZCTA5 10115,ai_an,0,11,2016
10115,ZCTA5 10115,asian,0,11,2016
10115,ZCTA5 10115,hawaiian_pi,0,11,2016
10115,ZCTA5 10115,other,0,11,2016
10115,ZCTA5 10115,med_income,NA,NA,2016
10119,ZCTA5 10119,male,0,11,2016
10119,ZCTA5 10119,female,0,11,2016
10119,ZCTA5 10119,total_pop,0,11,2016
10119,ZCTA5 10119,race_total,0,11,2016
10119,ZCTA5 10119,white,0,11,2016
10119,ZCTA5 10119,black_aa,0,11,2016
10119,ZCTA5 10119,ai_an,0,11,2016
10119,ZCTA5 10119,asian,0,11,2016
10119,ZCTA5 10119,hawaiian_pi,0,11,2016
10119,ZCTA5 10119,other,0,11,2016
10119,ZCTA5 10119,med_income,NA,NA,2016
10128,ZCTA5 10128,male,26811,1343,2016
10128,ZCTA5 10128,female,36195,1402,2016
10128,ZCTA5 10128,total_pop,63006,1978,2016
10128,ZCTA5 10128,race_total,63006,1978,2016
10128,ZCTA5 10128,white,50826,2168,2016
10128,ZCTA5 10128,black_aa,3094,790,2016
10128,ZCTA5 10128,ai_an,9,14,2016
10128,ZCTA5 10128,asian,5828,992,2016
10128,ZCTA5 10128,hawaiian_pi,0,27,2016
10128,ZCTA5 10128,other,940,433,2016
10128,ZCTA5 10128,med_income,103817,4509,2016
10152,ZCTA5 10152,male,0,11,2016
10152,ZCTA5 10152,female,0,11,2016
10152,ZCTA5 10152,total_pop,0,11,2016
10152,ZCTA5 10152,race_total,0,11,2016
10152,ZCTA5 10152,white,0,11,2016
10152,ZCTA5 10152,black_aa,0,11,2016
10152,ZCTA5 10152,ai_an,0,11,2016
10152,ZCTA5 10152,asian,0,11,2016
10152,ZCTA5 10152,hawaiian_pi,0,11,2016
10152,ZCTA5 10152,other,0,11,2016
10152,ZCTA5 10152,med_income,NA,NA,2016
10153,ZCTA5 10153,male,0,11,2016
10153,ZCTA5 10153,female,0,11,2016
10153,ZCTA5 10153,total_pop,0,11,2016
10153,ZCTA5 10153,race_total,0,11,2016
10153,ZCTA5 10153,white,0,11,2016
10153,ZCTA5 10153,black_aa,0,11,2016
10153,ZCTA5 10153,ai_an,0,11,2016
10153,ZCTA5 10153,asian,0,11,2016
10153,ZCTA5 10153,hawaiian_pi,0,11,2016
10153,ZCTA5 10153,other,0,11,2016
