geoid,name,variable,estimate,moe,year
11229,ZCTA5 11229,race_total,82914,2103,2016
11229,ZCTA5 11229,white,56556,1942,2016
11229,ZCTA5 11229,black_aa,4341,711,2016
11229,ZCTA5 11229,ai_an,23,27,2016
11229,ZCTA5 11229,asian,16722,1339,2016
11229,ZCTA5 11229,hawaiian_pi,145,165,2016
11229,ZCTA5 11229,other,3408,939,2016
11229,ZCTA5 11229,med_income,55187,2521,2016
11230,ZCTA5 11230,male,43080,1321,2016
11230,ZCTA5 11230,female,45853,1073,2016
11230,ZCTA5 11230,total_pop,88933,1952,2016
11230,ZCTA5 11230,race_total,88933,1952,2016
11230,ZCTA5 11230,white,61733,2045,2016
11230,ZCTA5 11230,black_aa,6709,775,2016
11230,ZCTA5 11230,ai_an,398,334,2016
11230,ZCTA5 11230,asian,12746,1082,2016
11230,ZCTA5 11230,hawaiian_pi,0,27,2016
11230,ZCTA5 11230,other,5904,1060,2016
11230,ZCTA5 11230,med_income,43344,2138,2016
11231,ZCTA5 11231,male,17029,747,2016
11231,ZCTA5 11231,female,19273,842,2016
11231,ZCTA5 11231,total_pop,36302,1139,2016
11231,ZCTA5 11231,race_total,36302,1139,2016
11231,ZCTA5 11231,white,24286,1145,2016
11231,ZCTA5 11231,black_aa,4709,596,2016
11231,ZCTA5 11231,ai_an,132,139,2016
11231,ZCTA5 11231,asian,1818,347,2016
11231,ZCTA5 11231,hawaiian_pi,0,24,2016
11231,ZCTA5 11231,other,3503,683,2016
11231,ZCTA5 11231,med_income,84223,6115,2016
11232,ZCTA5 11232,male,15669,1206,2016
11232,ZCTA5 11232,female,13718,646,2016
11232,ZCTA5 11232,total_pop,29387,1483,2016
11232,ZCTA5 11232,race_total,29387,1483,2016
11232,ZCTA5 11232,white,10808,955,2016
11232,ZCTA5 11232,black_aa,1510,641,2016
11232,ZCTA5 11232,ai_an,343,242,2016
11232,ZCTA5 11232,asian,5866,697,2016
11232,ZCTA5 11232,hawaiian_pi,33,40,2016
11232,ZCTA5 11232,other,9300,1142,2016
11232,ZCTA5 11232,med_income,47785,3498,2016
11233,ZCTA5 11233,male,32144,1267,2016
11233,ZCTA5 11233,female,40015,1435,2016
11233,ZCTA5 11233,total_pop,72159,2232,2016
11233,ZCTA5 11233,race_total,72159,2232,2016
11233,ZCTA5 11233,white,4827,601,2016
11233,ZCTA5 11233,black_aa,58003,2215,2016
11233,ZCTA5 11233,ai_an,175,146,2016
11233,ZCTA5 11233,asian,1158,335,2016
11233,ZCTA5 11233,hawaiian_pi,0,27,2016
11233,ZCTA5 11233,other,6508,946,2016
11233,ZCTA5 11233,med_income,35686,2254,2016
11234,ZCTA5 11234,male,44946,1356,2016
11234,ZCTA5 11234,female,50600,1110,2016
11234,ZCTA5 11234,total_pop,95546,1943,2016
11234,ZCTA5 11234,race_total,95546,1943,2016
11234,ZCTA5 11234,white,40757,1471,2016
11234,ZCTA5 11234,black_aa,44689,1629,2016
11234,ZCTA5 11234,ai_an,68,59,2016
11234,ZCTA5 11234,asian,5281,765,2016
11234,ZCTA5 11234,hawaiian_pi,11,17,2016
11234,ZCTA5 11234,other,3365,783,2016
11234,ZCTA5 11234,med_income,75362,2227,2016
11235,ZCTA5 11235,male,37240,1183,2016
11235,ZCTA5 11235,female,40997,1033,2016
11235,ZCTA5 11235,total_pop,78237,1566,2016
11235,ZCTA5 11235,race_total,78237,1566,2016
11235,ZCTA5 11235,white,60703,1667,2016
11235,ZCTA5 11235,black_aa,2191,588,2016
11235,ZCTA5 11235,ai_an,302,233,2016
11235,ZCTA5 11235,asian,11056,1240,2016
11235,ZCTA5 11235,hawaiian_pi,0,27,2016
11235,ZCTA5 11235,other,2357,696,2016
11235,ZCTA5 11235,med_income,45578,4158,2016
11236,ZCTA5 11236,male,44025,1202,2016
11236,ZCTA5 11236,female,56024,1161,2016
11236,ZCTA5 11236,total_pop,100049,1846,2016
11236,ZCTA5 11236,race_total,100049,1846,2016
11236,ZCTA5 11236,white,5437,553,2016
11236,ZCTA5 11236,black_aa,87209,1893,2016
11236,ZCTA5 11236,ai_an,454,242,2016
11236,ZCTA5 11236,asian,2722,530,2016
11236,ZCTA5 11236,hawaiian_pi,0,27,2016
11236,ZCTA5 11236,other,3051,471,2016
11236,ZCTA5 11236,med_income,60885,1721,2016
11237,ZCTA5 11237,male,27715,1179,2016
11237,ZCTA5 11237,female,25963,1094,2016
11237,ZCTA5 11237,total_pop,53678,1830,2016
11237,ZCTA5 11237,race_total,53678,1830,2016
11237,ZCTA5 11237,white,28141,1645,2016
11237,ZCTA5 11237,black_aa,9790,1186,2016
11237,ZCTA5 11237,ai_an,350,226,2016
11237,ZCTA5 11237,asian,3987,535,2016
11237,ZCTA5 11237,hawaiian_pi,0,27,2016
11237,ZCTA5 11237,other,9750,1300,2016
11237,ZCTA5 11237,med_income,46351,2886,2016
11238,ZCTA5 11238,male,25612,923,2016
11238,ZCTA5 11238,female,28380,900,2016
11238,ZCTA5 11238,total_pop,53992,1310,2016
11238,ZCTA5 11238,race_total,53992,1310,2016
11238,ZCTA5 11238,white,22757,814,2016
11238,ZCTA5 11238,black_aa,22744,1297,2016
11238,ZCTA5 11238,ai_an,63,56,2016
11238,ZCTA5 11238,asian,3232,467,2016
11238,ZCTA5 11238,hawaiian_pi,19,20,2016
11238,ZCTA5 11238,other,2472,476,2016
11238,ZCTA5 11238,med_income,75757,3741,2016
11239,ZCTA5 11239,male,4909,525,2016
11239,ZCTA5 11239,female,7559,551,2016
11239,ZCTA5 11239,total_pop,12468,672,2016
11239,ZCTA5 11239,race_total,12468,672,2016
11239,ZCTA5 11239,white,3821,583,2016
11239,ZCTA5 11239,black_aa,7428,787,2016
11239,ZCTA5 11239,ai_an,165,110,2016
11239,ZCTA5 11239,asian,326,187,2016
11239,ZCTA5 11239,hawaiian_pi,0,18,2016
11239,ZCTA5 11239,other,420,327,2016
11239,ZCTA5 11239,med_income,24610,4644,2016
11351,ZCTA5 11351,male,0,11,2016
11351,ZCTA5 11351,female,0,11,2016
11351,ZCTA5 11351,total_pop,0,11,2016
11351,ZCTA5 11351,race_total,0,11,2016
11351,ZCTA5 11351,white,0,11,2016
11351,ZCTA5 11351,black_aa,0,11,2016
11351,ZCTA5 11351,ai_an,0,11,2016
11351,ZCTA5 11351,asian,0,11,2016
11351,ZCTA5 11351,hawaiian_pi,0,11,2016
11351,ZCTA5 11351,other,0,11,2016
11351,ZCTA5 11351,med_income,NA,NA,2016
11354,ZCTA5 11354,male,27587,1299,2016
11354,ZCTA5 11354,female,30964,1107,2016
11354,ZCTA5 11354,total_pop,58551,1958,2016
11354,ZCTA5 11354,race_total,58551,1958,2016
11354,ZCTA5 11354,white,12974,1223,2016
11354,ZCTA5 11354,black_aa,2049,483,2016
11354,ZCTA5 11354,ai_an,152,110,2016
11354,ZCTA5 11354,asian,35477,1788,2016
11354,ZCTA5 11354,hawaiian_pi,6,13,2016
11354,ZCTA5 11354,other,5967,1335,2016
11354,ZCTA5 11354,med_income,43660,3017,2016
11355,ZCTA5 11355,male,39239,1267,2016
11355,ZCTA5 11355,female,42789,1599,2016
11355,ZCTA5 11355,total_pop,82028,2414,2016
11355,ZCTA5 11355,race_total,82028,2414,2016
11355,ZCTA5 11355,white,10317,804,2016
11355,ZCTA5 11355,black_aa,2817,752,2016
11355,ZCTA5 11355,ai_an,295,153,2016
11355,ZCTA5 11355,asian,60445,2187,2016
11355,ZCTA5 11355,hawaiian_pi,64,61,2016
11355,ZCTA5 11355,other,6052,1113,2016
11355,ZCTA5 11355,med_income,38451,3042,2016
11356,ZCTA5 11356,male,12109,828,2016
11356,ZCTA5 11356,female,12296,777,2016
11356,ZCTA5 11356,total_pop,24405,1313,2016
11356,ZCTA5 11356,race_total,24405,1313,2016
11356,ZCTA5 11356,white,8632,876,2016
11356,ZCTA5 11356,black_aa,496,299,2016
11356,ZCTA5 11356,ai_an,173,191,2016
11356,ZCTA5 11356,asian,7751,1200,2016
11356,ZCTA5 11356,hawaiian_pi,47,70,2016
11356,ZCTA5 11356,other,6499,1299,2016
11356,ZCTA5 11356,med_income,57849,3632,2016
11357,ZCTA5 11357,male,18559,849,2016
11357,ZCTA5 11357,female,20700,877,2016
11357,ZCTA5 11357,total_pop,39259,1413,2016
11357,ZCTA5 11357,race_total,39259,1413,2016
11357,ZCTA5 11357,white,28368,1207,2016
11357,ZCTA5 11357,black_aa,198,117,2016
11357,ZCTA5 11357,ai_an,86,92,2016
11357,ZCTA5 11357,asian,8199,1025,2016
11357,ZCTA5 11357,hawaiian_pi,0,24,2016
11357,ZCTA5 11357,other,1403,430,2016
11357,ZCTA5 11357,med_income,74255,4991,2016
11358,ZCTA5 11358,male,18377,690,2016
11358,ZCTA5 11358,female,19084,691,2016
11358,ZCTA5 11358,total_pop,37461,1119,2016
11358,ZCTA5 11358,race_total,37461,1119,2016
11358,ZCTA5 11358,white,16358,853,2016
11358,ZCTA5 11358,black_aa,434,168,2016
11358,ZCTA5 11358,ai_an,61,54,2016
11358,ZCTA5 11358,asian,16785,1054,2016
11358,ZCTA5 11358,hawaiian_pi,0,24,2016
11358,ZCTA5 11358,other,2864,553,2016
11358,ZCTA5 11358,med_income,66173,4270,2016
11359,ZCTA5 11359,male,0,11,2016
11359,ZCTA5 11359,female,0,11,2016
11359,ZCTA5 11359,total_pop,0,11,2016
11359,ZCTA5 11359,race_total,0,11,2016
11359,ZCTA5 11359,white,0,11,2016
11359,ZCTA5 11359,black_aa,0,11,2016
11359,ZCTA5 11359,ai_an,0,11,2016
11359,ZCTA5 11359,asian,0,11,2016
11359,ZCTA5 11359,hawaiian_pi,0,11,2016
11359,ZCTA5 11359,other,0,11,2016
11359,ZCTA5 11359,med_income,NA,NA,2016
11360,ZCTA5 11360,male,9025,617,2016
11360,ZCTA5 11360,female,10284,661,2016
11360,ZCTA5 11360,total_pop,19309,1062,2016
11360,ZCTA5 11360,race_total,19309,1062,2016
11360,ZCTA5 11360,white,12697,981,2016
11360,ZCTA5 11360,black_aa,326,301,2016
11360,ZCTA5 11360,ai_an,49,51,2016
11360,ZCTA5 11360,asian,4986,904,2016
11360,ZCTA5 11360,hawaiian_pi,0,18,2016
11360,ZCTA5 11360,other,924,596,2016
11360,ZCTA5 11360,med_income,82982,7226,2016
11361,ZCTA5 11361,male,14244,620,2016
11361,ZCTA5 11361,female,15078,722,2016
11361,ZCTA5 11361,total_pop,29322,1079,2016
11361,ZCTA5 11361,race_total,29322,1079,2016
11361,ZCTA5 11361,white,14824,1038,2016
11361,ZCTA5 11361,black_aa,743,191,2016
11361,ZCTA5 11361,ai_an,0,21,2016
11361,ZCTA5 11361,asian,11427,1042,2016
11361,ZCTA5 11361,hawaiian_pi,0,21,2016
11361,ZCTA5 11361,other,1564,504,2016
11361,ZCTA5 11361,med_income,81846,3632,2016
11362,ZCTA5 11362,male,8141,593,2016
11362,ZCTA5 11362,female,10057,640,2016
11362,ZCTA5 11362,total_pop,18198,957,2016
11362,ZCTA5 11362,race_total,18198,957,2016
11362,ZCTA5 11362,white,9374,798,2016
11362,ZCTA5 11362,black_aa,437,430,2016
11362,ZCTA5 11362,ai_an,0,18,2016
11362,ZCTA5 11362,asian,7404,1158,2016
11362,ZCTA5 11362,hawaiian_pi,0,18,2016
11362,ZCTA5 11362,other,398,305,2016
11362,ZCTA5 11362,med_income,82827,8275,2016
11363,ZCTA5 11363,male,3787,338,2016
11363,ZCTA5 11363,female,3790,351,2016
11363,ZCTA5 11363,total_pop,7577,606,2016
11363,ZCTA5 11363,race_total,7577,606,2016
11363,ZCTA5 11363,white,4584,544,2016
11363,ZCTA5 11363,black_aa,92,60,2016
11363,ZCTA5 11363,ai_an,0,16,2016
11363,ZCTA5 11363,asian,2252,543,2016
11363,ZCTA5 11363,hawaiian_pi,0,16,2016
11363,ZCTA5 11363,other,325,152,2016
11363,ZCTA5 11363,med_income,90443,7883,2016
11364,ZCTA5 11364,male,16924,765,2016
11364,ZCTA5 11364,female,18144,649,2016
11364,ZCTA5 11364,total_pop,35068,1115,2016
11364,ZCTA5 11364,race_total,35068,1115,2016
11364,ZCTA5 11364,white,14614,886,2016
11364,ZCTA5 11364,black_aa,1020,466,2016
11364,ZCTA5 11364,ai_an,37,43,2016
11364,ZCTA5 11364,asian,17793,1197,2016
11364,ZCTA5 11364,hawaiian_pi,59,75,2016
11364,ZCTA5 11364,other,659,235,2016
11364,ZCTA5 11364,med_income,70408,5029,2016
11365,ZCTA5 11365,male,21246,1104,2016
11365,ZCTA5 11365,female,23371,1311,2016
11365,ZCTA5 11365,total_pop,44617,1934,2016
11365,ZCTA5 11365,race_total,44617,1934,2016
11365,ZCTA5 11365,white,15988,1374,2016
11365,ZCTA5 11365,black_aa,2637,859,2016
11365,ZCTA5 11365,ai_an,205,206,2016
11365,ZCTA5 11365,asian,19835,1932,2016
11365,ZCTA5 11365,hawaiian_pi,0,24,2016
11365,ZCTA5 11365,other,4316,1453,2016
11365,ZCTA5 11365,med_income,62509,5396,2016
11366,ZCTA5 11366,male,6611,578,2016
11366,ZCTA5 11366,female,7431,541,2016
11366,ZCTA5 11366,total_pop,14042,946,2016
11366,ZCTA5 11366,race_total,14042,946,2016
11366,ZCTA5 11366,white,6552,636,2016
11366,ZCTA5 11366,black_aa,729,335,2016
11366,ZCTA5 11366,ai_an,0,18,2016
11366,ZCTA5 11366,asian,5952,850,2016
11366,ZCTA5 11366,hawaiian_pi,0,18,2016
11366,ZCTA5 11366,other,347,240,2016
11366,ZCTA5 11366,med_income,78223,9815,2016
11367,ZCTA5 11367,male,20340,1144,2016
11367,ZCTA5 11367,female,22323,1038,2016
11367,ZCTA5 11367,total_pop,42663,1699,2016
11367,ZCTA5 11367,race_total,42663,1699,2016
11367,ZCTA5 11367,white,24409,1591,2016
11367,ZCTA5 11367,black_aa,3885,645,2016
11367,ZCTA5 11367,ai_an,103,80,2016
11367,ZCTA5 11367,asian,10629,1234,2016
11367,ZCTA5 11367,hawaiian_pi,0,24,2016
11367,ZCTA5 11367,other,1876,636,2016
11367,ZCTA5 11367,med_income,57310,5204,2016
11368,ZCTA5 11368,male,60490,1755,2016
11368,ZCTA5 11368,female,52492,1834,2016
11368,ZCTA5 11368,total_pop,112982,2947,2016
11368,ZCTA5 11368,race_total,112982,2947,2016
11368,ZCTA5 11368,white,46903,2877,2016
11368,ZCTA5 11368,black_aa,13664,1444,2016
11368,ZCTA5 11368,ai_an,1096,584,2016
11368,ZCTA5 11368,asian,12840,1290,2016
11368,ZCTA5 11368,hawaiian_pi,0,27,2016
11368,ZCTA5 11368,other,35780,2452,2016
11368,ZCTA5 11368,med_income,45980,1881,2016
11369,ZCTA5 11369,male,18655,899,2016
11369,ZCTA5 11369,female,19168,955,2016
11369,ZCTA5 11369,total_pop,37823,1510,2016
11369,ZCTA5 11369,race_total,37823,1510,2016
11369,ZCTA5 11369,white,9284,774,2016
11369,ZCTA5 11369,black_aa,5989,591,2016
11369,ZCTA5 11369,ai_an,45,44,2016
11369,ZCTA5 11369,asian,5356,848,2016
11369,ZCTA5 11369,hawaiian_pi,0,24,2016
11369,ZCTA5 11369,other,15800,1351,2016
11369,ZCTA5 11369,med_income,51864,5172,2016
11370,ZCTA5 11370,male,20721,999,2016
11370,ZCTA5 11370,female,13724,824,2016
11370,ZCTA5 11370,total_pop,34445,1580,2016
11370,ZCTA5 11370,race_total,34445,1580,2016
11370,ZCTA5 11370,white,13677,1198,2016
11370,ZCTA5 11370,black_aa,5017,328,2016
11370,ZCTA5 11370,ai_an,293,195,2016
11370,ZCTA5 11370,asian,7732,1114,2016
11370,ZCTA5 11370,hawaiian_pi,0,24,2016
11370,ZCTA5 11370,other,7014,1098,2016
11370,ZCTA5 11370,med_income,53293,4580,2016
11371,ZCTA5 11371,male,0,11,2016
11371,ZCTA5 11371,female,0,11,2016
11371,ZCTA5 11371,total_pop,0,11,2016
11371,ZCTA5 11371,race_total,0,11,2016
11371,ZCTA5 11371,white,0,11,2016
11371,ZCTA5 11371,black_aa,0,11,2016
11371,ZCTA5 11371,ai_an,0,11,2016
11371,ZCTA5 11371,asian,0,11,2016
11371,ZCTA5 11371,hawaiian_pi,0,11,2016
11371,ZCTA5 11371,other,0,11,2016
11371,ZCTA5 11371,med_income,NA,NA,2016
11372,ZCTA5 11372,male,32055,1440,2016
11372,ZCTA5 11372,female,32054,1252,2016
11372,ZCTA5 11372,total_pop,64109,2094,2016
11372,ZCTA5 11372,race_total,64109,2094,2016
11372,ZCTA5 11372,white,39641,2287,2016
11372,ZCTA5 11372,black_aa,1613,488,2016
11372,ZCTA5 11372,ai_an,129,98,2016
11372,ZCTA5 11372,asian,12926,1244,2016
11372,ZCTA5 11372,hawaiian_pi,143,156,2016
11372,ZCTA5 11372,other,8002,1379,2016
11372,ZCTA5 11372,med_income,52792,3056,2016
11373,ZCTA5 11373,male,48652,1647,2016
11373,ZCTA5 11373,female,47964,1724,2016
11373,ZCTA5 11373,total_pop,96616,2716,2016
11373,ZCTA5 11373,race_total,96616,2716,2016
11373,ZCTA5 11373,white,28730,2218,2016
11373,ZCTA5 11373,black_aa,2277,500,2016
11373,ZCTA5 11373,ai_an,477,261,2016
11373,ZCTA5 11373,asian,48112,2103,2016
11373,ZCTA5 11373,hawaiian_pi,15,25,2016
11373,ZCTA5 11373,other,14693,1918,2016
11373,ZCTA5 11373,med_income,45677,2029,2016
11374,ZCTA5 11374,male,20264,1145,2016
11374,ZCTA5 11374,female,22894,1148,2016
11374,ZCTA5 11374,total_pop,43158,1871,2016
11374,ZCTA5 11374,race_total,43158,1871,2016
11374,ZCTA5 11374,white,25900,1645,2016
11374,ZCTA5 11374,black_aa,1432,528,2016
11374,ZCTA5 11374,ai_an,76,82,2016
11374,ZCTA5 11374,asian,11981,1055,2016
11374,ZCTA5 11374,hawaiian_pi,0,24,2016
11374,ZCTA5 11374,other,2451,753,2016
11374,ZCTA5 11374,med_income,55550,4612,2016
11375,ZCTA5 11375,male,33173,1049,2016
11375,ZCTA5 11375,female,37986,1071,2016
11375,ZCTA5 11375,total_pop,71159,1780,2016
11375,ZCTA5 11375,race_total,71159,1780,2016
11375,ZCTA5 11375,white,44992,1873,2016
11375,ZCTA5 11375,black_aa,2251,438,2016
11375,ZCTA5 11375,ai_an,262,171,2016
11375,ZCTA5 11375,asian,18997,1644,2016
11375,ZCTA5 11375,hawaiian_pi,72,111,2016
11375,ZCTA5 11375,other,2265,604,2016
11375,ZCTA5 11375,med_income,72982,2743,2016
11377,ZCTA5 11377,male,45933,1511,2016
11377,ZCTA5 11377,female,44950,1509,2016
11377,ZCTA5 11377,total_pop,90883,2364,2016
11377,ZCTA5 11377,race_total,90883,2364,2016
11377,ZCTA5 11377,white,44454,2024,2016
11377,ZCTA5 11377,black_aa,2262,432,2016
11377,ZCTA5 11377,ai_an,295,187,2016
11377,ZCTA5 11377,asian,33736,2176,2016
11377,ZCTA5 11377,hawaiian_pi,0,27,2016
11377,ZCTA5 11377,other,7305,1130,2016
11377,ZCTA5 11377,med_income,51675,1569,2016
11378,ZCTA5 11378,male,16239,780,2016
11378,ZCTA5 11378,female,17031,800,2016
11378,ZCTA5 11378,total_pop,33270,1358,2016
11378,ZCTA5 11378,race_total,33270,1358,2016
11378,ZCTA5 11378,white,24882,1324,2016
11378,ZCTA5 11378,black_aa,640,165,2016
11378,ZCTA5 11378,ai_an,89,71,2016
11378,ZCTA5 11378,asian,3409,508,2016
11378,ZCTA5 11378,hawaiian_pi,28,47,2016
11378,ZCTA5 11378,other,3401,623,2016
11378,ZCTA5 11378,med_income,61631,2759,2016
11379,ZCTA5 11379,male,16939,720,2016
11379,ZCTA5 11379,female,19143,768,2016
11379,ZCTA5 11379,total_pop,36082,1212,2016
11379,ZCTA5 11379,race_total,36082,1212,2016
11379,ZCTA5 11379,white,29305,1120,2016
11379,ZCTA5 11379,black_aa,471,191,2016
11379,ZCTA5 11379,ai_an,22,21,2016
11379,ZCTA5 11379,asian,3715,595,2016
11379,ZCTA5 11379,hawaiian_pi,0,24,2016
11379,ZCTA5 11379,other,1716,418,2016
11379,ZCTA5 11379,med_income,75320,3423,2016
11385,ZCTA5 11385,male,50967,1268,2016
11385,ZCTA5 11385,female,52405,1463,2016
11385,ZCTA5 11385,total_pop,103372,2165,2016
11385,ZCTA5 11385,race_total,103372,2165,2016
11385,ZCTA5 11385,white,85096,2076,2016
11385,ZCTA5 11385,black_aa,2329,421,2016
11385,ZCTA5 11385,ai_an,229,139,2016
11385,ZCTA5 11385,asian,6947,823,2016
11385,ZCTA5 11385,hawaiian_pi,46,58,2016
11385,ZCTA5 11385,other,6683,1116,2016
11385,ZCTA5 11385,med_income,60526,1836,2016
11411,ZCTA5 11411,male,8703,428,2016
11411,ZCTA5 11411,female,10597,487,2016
11411,ZCTA5 11411,total_pop,19300,727,2016
11411,ZCTA5 11411,race_total,19300,727,2016
11411,ZCTA5 11411,white,438,162,2016
11411,ZCTA5 11411,black_aa,17834,806,2016
11411,ZCTA5 11411,ai_an,57,47,2016
11411,ZCTA5 11411,asian,129,78,2016
11411,ZCTA5 11411,hawaiian_pi,0,18,2016
11411,ZCTA5 11411,other,430,205,2016
11411,ZCTA5 11411,med_income,81678,5494,2016
11412,ZCTA5 11412,male,17033,748,2016
11412,ZCTA5 11412,female,20769,877,2016
11412,ZCTA5 11412,total_pop,37802,1319,2016
11412,ZCTA5 11412,race_total,37802,1319,2016
11412,ZCTA5 11412,white,856,244,2016
11412,ZCTA5 11412,black_aa,33102,1319,2016
11412,ZCTA5 11412,ai_an,187,188,2016
11412,ZCTA5 11412,asian,936,391,2016
11412,ZCTA5 11412,hawaiian_pi,14,22,2016
11412,ZCTA5 11412,other,1261,378,2016
11412,ZCTA5 11412,med_income,71995,3005,2016
11413,ZCTA5 11413,male,19309,939,2016
11413,ZCTA5 11413,female,23390,932,2016
11413,ZCTA5 11413,total_pop,42699,1488,2016
11413,ZCTA5 11413,race_total,42699,1488,2016
11413,ZCTA5 11413,white,1013,403,2016
11413,ZCTA5 11413,black_aa,38947,1536,2016
11413,ZCTA5 11413,ai_an,90,81,2016
11413,ZCTA5 11413,asian,503,196,2016
11413,ZCTA5 11413,hawaiian_pi,136,124,2016
11413,ZCTA5 11413,other,1129,382,2016
11413,ZCTA5 11413,med_income,80758,2712,2016
11414,ZCTA5 11414,male,13364,992,2016
11414,ZCTA5 11414,female,14883,905,2016
11414,ZCTA5 11414,total_pop,28247,1578,2016
11414,ZCTA5 11414,race_total,28247,1578,2016
11414,ZCTA5 11414,white,22442,1386,2016
11414,ZCTA5 11414,black_aa,512,317,2016
11414,ZCTA5 11414,ai_an,0,21,2016
11414,ZCTA5 11414,asian,1170,470,2016
11414,ZCTA5 11414,hawaiian_pi,0,21,2016
11414,ZCTA5 11414,other,2853,818,2016
11414,ZCTA5 11414,med_income,70490,7598,2016
11415,ZCTA5 11415,male,9175,632,2016
11415,ZCTA5 11415,female,10133,680,2016
11415,ZCTA5 11415,total_pop,19308,1048,2016
11415,ZCTA5 11415,race_total,19308,1048,2016
11415,ZCTA5 11415,white,11576,1004,2016
11415,ZCTA5 11415,black_aa,1225,342,2016
11415,ZCTA5 11415,ai_an,22,26,2016
11415,ZCTA5 11415,asian,3779,754,2016
11415,ZCTA5 11415,hawaiian_pi,0,18,2016
11415,ZCTA5 11415,other,2009,610,2016
11415,ZCTA5 11415,med_income,64055,3688,2016
11416,ZCTA5 11416,male,13197,558,2016
11416,ZCTA5 11416,female,13947,702,2016
11416,ZCTA5 11416,total_pop,27144,1024,2016
11416,ZCTA5 11416,race_total,27144,1024,2016
11416,ZCTA5 11416,white,7582,724,2016
11416,ZCTA5 11416,black_aa,1597,358,2016
11416,ZCTA5 11416,ai_an,18,19,2016
11416,ZCTA5 11416,asian,9351,1006,2016
11416,ZCTA5 11416,hawaiian_pi,48,46,2016
11416,ZCTA5 11416,other,6857,664,2016
11416,ZCTA5 11416,med_income,59092,5084,2016
11417,ZCTA5 11417,male,15526,770,2016
11417,ZCTA5 11417,female,16216,721,2016
11417,ZCTA5 11417,total_pop,31742,1291,2016
11417,ZCTA5 11417,race_total,31742,1291,2016
11417,ZCTA5 11417,white,12044,1098,2016
11417,ZCTA5 11417,black_aa,2184,455,2016
11417,ZCTA5 11417,ai_an,108,93,2016
11417,ZCTA5 11417,asian,9212,919,2016
11417,ZCTA5 11417,hawaiian_pi,0,24,2016
11417,ZCTA5 11417,other,6449,972,2016
11417,ZCTA5 11417,med_income,66978,4654,2016
11418,ZCTA5 11418,male,20150,886,2016
11418,ZCTA5 11418,female,19758,896,2016
11418,ZCTA5 11418,total_pop,39908,1465,2016
11418,ZCTA5 11418,race_total,39908,1465,2016
11418,ZCTA5 11418,white,15643,1191,2016
11418,ZCTA5 11418,black_aa,2887,485,2016
11418,ZCTA5 11418,ai_an,303,177,2016
11418,ZCTA5 11418,asian,10130,1163,2016
11418,ZCTA5 11418,hawaiian_pi,0,24,2016
11418,ZCTA5 11418,other,8684,1197,2016
11418,ZCTA5 11418,med_income,63079,3840,2016
11419,ZCTA5 11419,male,26223,1052,2016
11419,ZCTA5 11419,female,25419,985,2016
11419,ZCTA5 11419,total_pop,51642,1727,2016
11419,ZCTA5 11419,race_total,51642,1727,2016
11419,ZCTA5 11419,white,6074,763,2016
11419,ZCTA5 11419,black_aa,8965,929,2016
11419,ZCTA5 11419,ai_an,537,247,2016
11419,ZCTA5 11419,asian,15127,1431,2016
11419,ZCTA5 11419,hawaiian_pi,0,27,2016
11419,ZCTA5 11419,other,17353,1381,2016
11419,ZCTA5 11419,med_income,62014,3202,2016
11420,ZCTA5 11420,male,24371,1064,2016
11420,ZCTA5 11420,female,26178,1174,2016
11420,ZCTA5 11420,total_pop,50549,2024,2016
11420,ZCTA5 11420,race_total,50549,2024,2016
11420,ZCTA5 11420,white,8854,1217,2016
11420,ZCTA5 11420,black_aa,12545,1161,2016
11420,ZCTA5 11420,ai_an,843,432,2016
11420,ZCTA5 11420,asian,12562,1291,2016
11420,ZCTA5 11420,hawaiian_pi,73,92,2016
11420,ZCTA5 11420,other,12571,1508,2016
11420,ZCTA5 11420,med_income,61484,3071,2016
11421,ZCTA5 11421,male,21396,843,2016
11421,ZCTA5 11421,female,21945,907,2016
11421,ZCTA5 11421,total_pop,43341,1440,2016
11421,ZCTA5 11421,race_total,43341,1440,2016
11421,ZCTA5 11421,white,20987,1412,2016
11421,ZCTA5 11421,black_aa,1904,445,2016
11421,ZCTA5 11421,ai_an,341,155,2016
11421,ZCTA5 11421,asian,8799,893,2016
11421,ZCTA5 11421,hawaiian_pi,0,24,2016
11421,ZCTA5 11421,other,8922,994,2016
11421,ZCTA5 11421,med_income,64544,3109,2016
11422,ZCTA5 11422,male,15173,795,2016
11422,ZCTA5 11422,female,18235,1027,2016
11422,ZCTA5 11422,total_pop,33408,1428,2016
11422,ZCTA5 11422,race_total,33408,1428,2016
11422,ZCTA5 11422,white,2213,377,2016
11422,ZCTA5 11422,black_aa,29185,1421,2016
11422,ZCTA5 11422,ai_an,15,17,2016
11422,ZCTA5 11422,asian,503,209,2016
11422,ZCTA5 11422,hawaiian_pi,0,24,2016
11422,ZCTA5 11422,other,769,416,2016
11422,ZCTA5 11422,med_income,85436,5086,2016
11423,ZCTA5 11423,male,15278,767,2016
11423,ZCTA5 11423,female,16545,1033,2016
11423,ZCTA5 11423,total_pop,31823,1585,2016
11423,ZCTA5 11423,race_total,31823,1585,2016
11423,ZCTA5 11423,white,4461,692,2016
11423,ZCTA5 11423,black_aa,12134,1180,2016
11423,ZCTA5 11423,ai_an,295,317,2016
11423,ZCTA5 11423,asian,9005,1267,2016
11423,ZCTA5 11423,hawaiian_pi,0,24,2016
11423,ZCTA5 11423,other,4208,853,2016
